Movie,Box_office,Certificate,Release_Data,Run_time,Budget,Genre,Director,Producer,Lead_Actor1,Lead_Actor2,Lead_Actor3
jai-ho-i,    109 Crores, U/A (INDIA),23-Jan-14, 2 HOURS  25 MINUTES,₹ 102 CRORES,"Action, Crime, Drama, Romance",Sohail Khan,Sunil Lulla,Salman Khan,Tabu Hashmi,Sunil Shetty
happy-new-year-i,    178 Crores, U (INDIA),23-Oct-14, 3 HOURS  0 MINUTE,₹ 150 CRORES,"Action, Comedy, Crime, Drama, Musical, Romance, Thriller, Music",Farah Khan,Shah Rukh Khan,Deepika Padukone,Shah Rukh Khan,Abhishek Bachchan
r-rajkumar,    65 Crores, U/A (INDIA),5-Dec-13, 2 HOURS  26 MINUTES,₹ 58 CRORES,"Action, Romance, Comedy",Prabhu Dheva,Sunil Lulla,Shahid Kapoor,Sonakshi Sinha,Ragini Dwivedi
baaghi,    76 Crores, U/A (INDIA),28-Apr-16, 2 HOURS  19 MINUTES,₹ 37 CRORES,"Action, Romance, Thriller, Drama",Sabbir Khan,Sajid Nadiadwala,Tiger Shroff,Shraddha Kapoor,Riteish Deshmukh
raavan,    28 Crores, U (INDIA),18-Jun-10, 2 HOURS  18 MINUTES,₹ 55 CRORES,"Action, Adventure, Crime, Drama, Romance, Thriller",Mani Ratnam,Mani Ratnam,Vikram,Aishwarya Rai Bachchan,Govinda
london-dreams,    25 Crores, U (INDIA),30-Oct-09, 2 HOURS  32 MINUTES,₹ 63 CRORES,"Drama, Music, Musical",Vipul Amrutlal Shah,Aashin A Shah,Asin Thottumkal,Ajay Devgan,Salman Khan
rough-book,    7 Lakhs, U (INDIA),24-Jun-16, 1 HOUR  40 MINUTES,,Drama,Ananth Narayan Mahadevan,Aakash Chaudhry,Amaan Khan,Tannishtha Chatterjee,Jayesh Bhatia
heropanti,    50 Crores, U/A (INDIA),22-May-14, 2 HOURS  26 MINUTES,₹ 25 CRORES,"Action, Romance, Drama",Sabbir Khan,Sajid Nadiadwala,Kriti Sanon,Tiger Shroff,Prakash Raj
dharam-sankat-mein,    9 Crores, U/A (INDIA),10-Apr-15, 2 HOURS  9 MINUTES,₹ 14 CRORES,"Comedy, Drama",Fuwad Khan,Sajjad Chunawala,Naseeruddin Shah,Gippy Grewal,Auritra Ghosh
indian2,    24 Crores,,,,,,N. Maharajan,,N Maharajan,Sunny Deol,Raj Babbar
golmaal-returns,    51 Crores, U (INDIA),29-Oct-08, 2 HOURS  15 MINUTES,₹ 35 CRORES,"Comedy, Crime, Drama",Rohit Shetty,Dhilin Mehta,Ajay Devgan,Kareena Kapoor Khan,Sharman Joshi
id-2012-film,    51 Crores,,,,,,Km Kamal,,Kamal K.m.,Geetanjali Thapa,Divyendu Sharma
aaina,    13 Crores,,,,,,Deepak Sareen,Pamela Chopra,Juhi Chawla,Jackie Shroff,Amrita Singh
court-martial,    13 Crores,,,,,,Sourabh Shrivastava,Vidhyadhar Pathare,Rajeev Khandelwal,Bhagwan Tiwari,Saroj Parida
hawas-ki-inteha,    3 Lakhs,,,,,,Baliram Gawad,Kamlesh Singh,Komal Dhillon,Dev Singh,Namrata Rathod
do-lafzon-ki-kahani,    2 Crores, U/A (INDIA),10-Jun-16, 2 HOURS  7 MINUTES,₹ 11 CRORES,"Action, Drama, Romance, Sport",Deepak Tijori,Sunil A Lulla,Kajal Aggarwal,Randeep Hooda,Mamik
meri-zabaan,    6 Crores,,,,,,Shibu Mitra,,Mithun Chakraborty,Shashi Kapoor,Vinod Mehra
main-tera-hero,    53 Crores, U/A (INDIA),3-Apr-14, 2 HOURS  8 MINUTES,₹ 41 CRORES,"Action, Comedy, Romance, Romantic comedy",David Dhawan,Ekta Kapoor,Ileana D'cruz,Varun Dhawan,Salman Khan
in-rahon-se,    53 Crores,,,,,,Amol Shetge,,Ravindra Singh,Tulip Joshi,Ashmit Patel
monsoon-shootout,    71 Lakhs, U/A (INDIA),15-Dec-17, 1 HOUR  32 MINUTES,₹ 12 CRORES,"Action, Crime, Drama, Thriller, Film-noir",Amit Kumar,Guneet Monga,Geetanjali Thapa,Tannishtha Chatterjee,Neeraj Kabi
andaaz,    15 Crores,,,,,,Raj Kanwar,Suneel Darshan,Akshay Kumar,Priyanka Chopra,Lara Dutta
mumbai-cha-raja,    15 Crores,,,,,,Manjeet Singh,,Rahul Bairagi,Dhanshree Jain,Arbaaz Khan
housefull-3,    108 Crores, U/A (INDIA),2-Jun-16, 2 HOURS  14 MINUTES,₹ 97 CRORES,"Action, Comedy, Drama, Romance, Musical, Romantic comedy, Family",Farhad Samji,Sajid Nadiadwala,Sajid,Sajid Samji,Akshay Kumar
agent-vinod,    43 Crores, U/A (INDIA),23-Mar-12, 2 HOURS  42 MINUTES,₹ 60 CRORES,"Action, Adventure, Thriller",Sriram Raghavan,Saif Ali Khan,Saif Ali Khan,Kareena Kapoor Khan,Adil Hussain
salaami,    2 Crores,,,,,,Shahrukh Sultan,,Shahrukh Sultan,Samyukta,Roshini Jaffery
upstarts,    2 Crores,,18-Oct-19, 1 HOUR  52 MINUTES,,Drama,,,Chandrachoor Rai,Shadab Kamal,Vikrant Rai
santosh,    2 Crores,,,,,,Balbir Wadhawan,Balbir Wadhawan,Rakhee Gulzar,Hema Malini,Shatrughan Sinha
dabangg-2,    149 Crores, U/A (INDIA),20-Dec-12, 2 HOURS  9 MINUTES,₹ 84 CRORES,"Action, Comedy, Drama, Musical, Romance",Arbaaz Khan,Arbaaz Khan,Sonakshi Sinha,Salman Khan,Kareena Kapoor Khan
kar-lo-timepass-yaar,    8 Crores,,,,,,Vajsi Ahir,Jethabhai Der,Ketaki Dutta,Tiku Talsania,Ketaki Dutta
delhi-6,    , U (INDIA),18-Feb-09, 2 HOURS  21 MINUTES,,"Comedy, Drama",Rakeysh Omprakash Mehra,,Sonam Kapoor,Amitabh Bachchan,Rishi Kapoor
kyaa-kool-hai-hum,    15 Crores, A (INDIA),6-May-05, 2 HOURS  52 MINUTES,₹ 5 CRORES,"Comedy, Mystery",Sangeeth Sivan,Ekta Kapoor,Riteish Deshmukh,Anupam Kher,Tusshar Kapoor
nakkash,    3 Lakhs, U/A (INDIA),31-May-19, 1 HOUR  44 MINUTES,,Drama,Zaigham Imam,Zaigham Imam,Siddharth Bharadwaj,Kumud Mishra,Pawan Tiwari
daawat-e-ishq,    35 Crores, U (INDIA),5-Sep-14, 2 HOURS  3 MINUTES,₹ 32 CRORES,"Comedy, Drama, Romance",Habib Faisal,Aditya Chopra,Anupam Kher,Aditya Roy Kapoor,Karan Wahi
raja-natwarlal,    23 Crores, U/A (INDIA),29-Aug-14, 2 HOURS  22 MINUTES,₹ 47 CRORES,"Drama, Thriller, Crime",Kunal Deshmukh,Ronnie Screwvala,Emraan Hashmi,Humaima Malick,Kay Kay Menon
7-khoon-maaf,    19 Crores, U (INDIA),17-Feb-11, 2 HOURS  17 MINUTES,₹ 25 CRORES,"Drama, Mystery, Thriller",Vishal Bhardwaj,Vishal Bhardwaj,Priyanka Chopra,John Abraham,Irrfan Khan
phillauri,    25 Crores, U/A (INDIA),23-Mar-17, 2 HOURS  17 MINUTES,₹ 29 CRORES,"Comedy, Drama, Fantasy, Romance, Romantic comedy, Horror, Musical",Anshai Lal,Anushka Sharma,Mehreen Pirzada,Anushka Sharma,Diljit Dosanjh
billu-ustaad,    2 Lakhs,,,,,,Suvahhdan Angre,Shantanu Singh,Priyanshu Chatterjee,K.k. Goswami,Akhilendra Mishra
love-ke-funday,    4 Lakhs, A (INDIA),22-Jul-16, 2 HOURS  11 MINUTES,,"Comedy, Drama, Romance",Indervesh Yogee,Faaiz Anwar,Sufi Gulati,Ashutosh Kaushik,Pramod Moutho
sorry-daddy,    6 Lakhs, A,11-Sep-15, 2 HOURS  0 MINUTE,,Action,Vijay Pal,,Mukesh Tiwari,Tinnu Verma,Shamim Khan
inspector-dhanush,    6 Lakhs,,,,,,Tulsi Ramsay,,Shyam Ramsay,Sangeeta Bijlani,Vishnuvardhan Kumar
island-city,    14 Lakhs, U (INDIA),2-Sep-16, 1 HOUR  48 MINUTES,,Drama,Ruchika Oberoi,Nina Lath Gupta,Tannishtha Chatterjee,Mithun Rodwittiya,Uttara Baokar
dishoom,    68 Crores, U/A (INDIA),28-Jul-16, 2 HOURS  4 MINUTES,₹ 61 CRORES,"Action, Adventure, Comedy, Crime, Sport",Rohit Dhawan,Sajid Nadiadwala,Akshay Kumar,Varun Dhawan,John Abraham
piya-behrupiya,    68 Crores,,,,,,,,Sagar Deshmukh,Geetanjali Kulkarni,Mansi Multani
happy-breakup,    68 Crores,,,,,,,,,,
bhago-boot,    68 Crores,,,,,,Sai Paranjape,,Nedumudi Venu,Vinay Katore,
chhota-bheem-aur-hanuman,    68 Crores,,,,,,Rajiv Chilaka,,Jigna Bhardwaj,Rupa Bhimani,Vatsal Dubey
kshay,    4 Lakhs,,,,,,Karan Gour,Karan Gour,Sudhir Pednekar,Alekh Sangal,Adityavardhan Gupta
saajan-chale-sasural,    13 Crores,,,,,,David Dhawan,Mansoor Ahmed Siddiqui,Govinda,Tabu Hashmi,Karisma Kapoor
bapu,    13 Crores,,,,,,,,Vishwa Guha Thakurta,Sumeet Thakur,Satrajit Sarkar
lady-gangstar,    13 Crores,,,,,,,,,,
hum-aapke-dil-mein-rehte-hain,    17 Crores,,,,,,Satish Kaushik,,Kajol Devgn,Anil Kapoor,Anupam Kher
inkaar,    10 Crores, U/A (INDIA),18-Jan-13, 2 HOURS  10 MINUTES,₹ 14 CRORES,"Drama, Romance, Thriller",Sudhir Mishra,Viki Rajani,Arjun Rampal,Amaan Khan,Mithun Rodwittiya
kuldip-patwal-i-didnt-do-it,    10 Crores, U/A (INDIA),2-Feb-18, 2 HOURS  7 MINUTES,,"Crime, Drama, Mystery",Remy Kohli,Remy Kohli,Gulshan Devaiah,Deepak Dobriyal,Raima Sen
bapu2,    10 Crores,,,,,,,,Vishwa Guha Thakurta,Sumeet Thakur,Satrajit Sarkar
the-legend-of-cocaine-island,    10 Crores,,,,,,Theo Love,Theo Love,Mark Rosenblum,Tom Love,Jeff Goldstein
baaghi-2,    160 Crores, U/A (INDIA),23-Mar-18, 2 HOURS  24 MINUTES,₹ 59 CRORES,"Action, Romance, Thriller",Ahmed Khan,Sajid Nadiadwala,Tiger Shroff,Shraddha Kapoor,Disha Patani
listen-amaya,    11 Lakhs,,,,,,Avinash Kumar Singh,Ashok Sawhny,Amala Akkineni,Siddhant Karnick,Swara Bhaskar
yun-hota-toh-kya-hota,    11 Lakhs,,,,,,Naseeruddin Shah,Shabbir Boxwala,Irrfan Khan,Jimmy Shergill,Naseeruddin Shah
the-hero-love-story-of-a-spy,    45 Crores, U (INDIA),10-Apr-03, 2 HOURS  40 MINUTES,₹ 35 CRORES,"Action, Adventure, Drama, Thriller",Anil Sharma,Pravin Shah,Priyanka Chopra,Sunny Deol,Preity Zinta
boss-i,    49 Crores, U/A (INDIA),16-Oct-13, 2 HOURS  24 MINUTES,₹ 70 CRORES,"Action, Comedy, Drama",Anthony D'souza,Ashwin Varde,Akshay Kumar,Amitabh Bachchan,Sonakshi Sinha
hamara-dil-aapke-paas-hai,    14 Crores,,,,,,Satish Kaushik,Surinder Kapoor,Aishwarya Rai Bachchan,Anil Kapoor,Anupam Kher
akaash-vani,    2 Crores,,,,,,Luv Ranjan,Abhishek Pathak,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
kismat-konnection,    22 Crores, U (INDIA),18-Jul-08, 2 HOURS  33 MINUTES,₹ 27 CRORES,"Comedy, Drama, Romance",Aziz Mirza,Ramesh Sadhuram Taurani,Shahid Kapoor,Vidya Balan,Shah Rukh Khan
bullett-raja,    53 Crores, U/A (INDIA),28-Nov-13, 2 HOURS  18 MINUTES,₹ 52 CRORES,"Action, Crime, Drama, Romance",Tigmanshu Dhulia,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Jimmy Shergill
bodyguard,    144 Crores, U/A (INDIA),30-Aug-11, 2 HOURS  14 MINUTES,₹ 70 CRORES,"Action, Romance, Drama, Comedy",Siddique,Alvira Khan,Katrina Kaif,Salman Khan,Kareena Kapoor Khan
jalebi-the-taste-of-everlasting-love,    2 Crores, U/A (INDIA),12-Oct-18,,,"Drama, Romance",Pushpdeep Bhardwaj,Mukesh Bhatt,Rhea Chakraborty,Farida Dadi,Yusuf Hussain
lateef-film,    67 Lakhs,,20-Jun-15, 1 HOUR  49 MINUTES,₹ 4 CRORES,"Action, Crime, Drama, Thriller",Israr Ahmed,,Nawazuddin Siddiqui,Sudesh Berry,Pratima Kazmi
tridev1,    23 Crores,,,,,,Rajiv Rai,Gulshan Rai,Madhuri Dixit,Sunny Deol,Naseeruddin Shah
jal,    51 Lakhs, U/A (INDIA),4-Apr-14, 2 HOURS  15 MINUTES,₹ 6 CRORES,Drama,Girish Malik,Girish Malik,Habib Aazmi,Kusum Ahir,Tannishtha Chatterjee
mere-baap-pehle-aap,    22 Crores, U (INDIA),13-Jun-08, 2 HOURS  41 MINUTES,₹ 20 CRORES,"Comedy, Drama, Romance",Priyadarshan Nair,Raman Maroo,Akshaye Khanna,Naseeruddin Shah,Genelia D Souza
rang-e-ishq,    9 Lakhs,,,,,,,,Deepak Srivastav,Kavya Kiran,Muzahid Khan
salaam-e-ishq,    22 Crores, U/A (INDIA),25-Jan-07, 3 HOURS  35 MINUTES,₹ 43 CRORES,"Comedy, Drama, Musical, Romance",Nikhil Advani,Mukesh Talreja,Vidya Balan,Priyanka Chopra,John Abraham
post-dark-l,    22 Crores,,,,,,,,Suvidha Singh,Ved Prakash,Rupesh Kuber
bachelor-of-love-b-a-fail,    9 Lakhs,,,,,,Harvinder Pal,Inder Chatwal,Payal Kolangale,Manoj Kaushik,Payal Kotangale
ek-adbhut-dakshina-guru-dakshina,    3 Lakhs,,,,,,Kiran Phadnis,Aayush Phadnis,Girish Karnad,Sulagna Panigrahi,Rupa Ganguly
phata-poster-nikhla-hero,    72 Crores, U (INDIA),19-Sep-13, 2 HOURS  26 MINUTES,₹ 54 CRORES,"Action, Comedy, Drama, Romance",Rajkumar Santoshi,Ramesh Sadhuram Taurani,Ileana D'cruz,Shahid Kapoor,Salman Khan
kyaa-super-kool-hain-hum,    42 Crores, A (INDIA),27-Jul-12, 2 HOURS  17 MINUTES,₹ 19 CRORES,"Comedy, Romance",Sachin Yardi,Shobha Kapoor,Riteish Deshmukh,Anupam Kher,Neha Sharma
hyderabad-nawabs,    42 Crores,,,,,,Lakshmikant Chenna,Rk,Masti Ali,Vandana Gupta,Chitram Basha
dhuntaaraa,    42 Crores,,,,,,,,Shreya Singh,Rishi Raj Sharma,Nand Lal Sharma
heroine,    33 Crores, U (INDIA),21-Sep-12, 2 HOURS  30 MINUTES,₹ 35 CRORES,Drama,Madhur Bhandarkar,Madhur Bhandarkar,Arjun Rampal,Kareena Kapoor Khan,Randeep Hooda
dulhan-hum-le-jayenge,    18 Crores,,,,,,David Dhawan,Gordhan Tanwani,Salman Khan,Karisma Kapoor,Anupam Kher
mai,    18 Crores,,1-Feb-13, 1 HOUR  45 MINUTES,,"Drama, Family",Mahesh Kodiyal,Nithin R Shankar,Anupam Kher,Kshitee Jog,Shivani Joshi
pyar-hawas-dhokha,    18 Crores,,,,,,M Ifran,S Mohan,Vijay Bhaskar,Ruby Ahmed,Imtiaz Sultan
baadshaho,    65 Crores, U/A (INDIA),31-Aug-17, 2 HOURS  16 MINUTES,₹ 90 CRORES,"Action, Adventure, Thriller",Milan Luthria,Bhushan Kumar,Emraan Hashmi,Ileana D'cruz,Ajay Devgan
bhouri,    1 Lakhs,,,,,,Jasbir Bhaati,Chandrapal Singh,Vicky Ahuja,Raghuvir Yadav,Aditya Pancholi
kaash-tum-hote,    2 Lakhs,,,,,,Manju Bharti,Manju Bharti,Mukesh Bharti,Preeti Jhangiani,Manju Bharti
international-hero,    5 Lakhs,,,,,,Sanjay Niranjan,Sanjay Niranjan,Nakul Vaid,Gurleen Chopra,Nakul Vaid
sixteen,    1 Crores, A (INDIA),12-Jul-13, 2 HOURS  18 MINUTES,₹ 2 CRORES,"Drama, Romance, Thriller",Raj Purohit,Shailesh R Singh,Wamiqa Gabbi,Zakir Hussain,Prableen Sandhu
it-can-be-dangerous-city-of-dreams,    3 Lakhs,,,,,,Mahesh D Singh,Kishore J Savlani,Kiran Janjani,Rushad Rana,Rushad Rana
bhanwarey,    0 Lakhs,,,,,,Shaurya Singh,Shaurya Singh,Manoj Bakshi,Abhishek Mittal,Rajeev Vashishth
yeh-dillagi,    5 Crores,,,,,,Naresh Malhotra,Yash Chopra,Akshay Kumar,Saif Ali Khan,Kajol Devgn
sabse-bada-khiladi,    9 Crores,,,,,,Umesh Mehra,Keshu Ramsay,Akshay Kumar,Mamta Kulkarni,Mohnish Bahl
batti-gul-meter-chalu,    36 Crores, U/A (INDIA),20-Sep-18, 2 HOURS  55 MINUTES,₹ 49 CRORES,"Comedy, Drama",Shree Narayan Singh,Bhushan Kumar,Shree Narayan Singh,Ram Charan Teja,Shahid Kapoor
mickey-virus,    7 Crores,,,,,,Saurabh Varma,Arun Rangachari,Manish Chaudhari,Elli Avram,Raghav Kakkar
dirty-marriage,    0 Lakhs,,,,,,Priyanka,,Vipul Bhatt,Deepak,Asha
black-mask,    26 Million,,,,,,,,,,
once-upon-a-time-in-mumbai-dobaara,    91 Crores, U/A (INDIA),15-Aug-13, 2 HOURS  40 MINUTES,₹ 85 CRORES,"Action, Crime, Drama, Romance",Milan Luthria,Ekta Kapoor,Akshay Kumar,Vidya Balan,Imran Khan
chhoriyan-chhoron-se-kam-nahi-hoti,    91 Crores,,,,,,Rajesh Amarlal Babbar,Nishant Kaushik,Aniruddh Dave,Satish Kaushik,Anjavi Huda
naukar-ki-kameez,    91 Crores,,,,,,Mani Kaul,Gurudas Pai,Veena Mehta,Aaj Vadar,Askok Shamir
filter-coffee-liquor-chaa,    91 Crores,,,,,,,,Debjani Chatterjee,Usha Uthup,Pritha Sengupta
chalo-america1,    8 Lakhs,,,,,,Piyush Jha,,Aashish Chaudhary,Deven Bhojani,Mandar Shinde
krishna-arjun,    8 Lakhs,,,,,,Shailendra Shukla,Shailendra Shukla,Jeetendra Kapoor,Vivek Mushran,Ashutosh Rana
le-lotta,    0 Lakhs,,,,,,,,,,
devi-ahilya-bai,    0 Lakhs,,,,,,Jayoo Patwardhan,Nachiket Patwardhan,Natiker,Bharti Jaffrey,Mallika Prasad
prem-ratan-dhan-payo,    194 Crores, U (INDIA),12-Nov-15, 2 HOURS  54 MINUTES,₹ 180 CRORES,"Action, Comedy, Drama, Musical, Romance, Family",Sooraj R Barjatya,Ajit Kumar Barjatya,Sooraj R. Barjatya,Sonam Kapoor,Salman Khan
jai-dhakshineshwari-kali-maa,    194 Crores,,,,,,,,Hema Malini,Ajinkya Deo,Jayshree Gadkar
anokha-aspatal,    194 Crores,,,,,,Mukesh Sharma,,Ankur,Gufi Paintal,Shammi
noblemen,    194 Crores,,28-Jun-19, 1 HOUR  48 MINUTES,,Drama,Vandana Kataria,Vikram Mehra,Kunal Kapoor,Soni Razdan,Hardik Thakkar
aatish-feel-the-fire,    12 Crores,,,,,,Sanjay Gupta,Gp Sippy,Sanjay Dutt,Karisma Kapoor,Atul Agnihotri
jhooth-bole-kauwa-kaate,    24 Crores,,,,,,Hrishikesh Mukherjee,Hrishikesh Mukherjee,Juhi Chawla,Anil Kapoor,Anupam Kher
main-aur-charles,    5 Crores, A (INDIA),30-Oct-15, 2 HOURS  3 MINUTES,₹ 10 CRORES,"Action, Biography, Crime, Drama",Prawal Raman,Vikram Khakhar,Anastasia Fullfina,Randeep Hooda,Richa Chadda
vishwatma,    2 Crores,,,,,,Rajiv Rai,Gulshan Rai,Sunny Deol,Naseeruddin Shah,Master Manjunath
dosh,    87 Crores,,,,,,Pappu Palviendra,Clifford Dsouza,Ramesh Aravind,Sonu Ghotra,Sanjay Kapoor
undertrial,    33 Lakhs,,,,,,Aziz Khan,Nazim Hassan Rizvi,Monica Castelino,Prem Chopra,Pratima Kazmi
patthar-ke-phool,    12 Crores,,,,,,Anant Balani,Gp Sippy,Salman Khan,Raveena Tandon,Vinod Mehra
m3-midsummer-midnight-mumbai,    26 Lakhs,,,,,,,,Pooja Thakur,Milind Gunaji,Paras Chhabra
teen-aur-aadha,    26 Lakhs,,,,,,Dar Gai,Anurag Kashyap,Jim Sarbh,Suhasini Mulay,M.k. Raina
favourite-childrens-songs,    26 Lakhs,,,,,,,,,,
mirch,    90 Lakhs,,,,,,Vinay Shukla,,Konkona Sen Sharma,Mahie Gill,Ila Arun
kabhi-yun-bhi-toh-ho,    1 Lakhs,,,,,,Paritosh Goswami,,Manoj Joshi,Dinesh Lamba,Sujata Thakkar
halla-bol,    12 Crores, U/A (INDIA),11-Jan-08, 2 HOURS  28 MINUTES,₹ 27 CRORES,"Crime, Drama, Action",Rajkumar Santoshi,Samee Siddiqui,Mohanlal Viswanathan,Mammootty,Vidya Balan
gulaab-gang,    10 Crores, U/A (INDIA),6-Mar-14, 2 HOURS  19 MINUTES,₹ 29 CRORES,"Action, Drama",Soumik Sen,Anubhav Sinha,Madhuri Dixit,Juhi Chawla,Tannishtha Chatterjee
ooops-a-desi,    3 Lakhs,,,,,,Jenner Jose,,Sushobha Jenner,Dan Whitney,Trupti Dhilan Shah
amore,    3 Lakhs,,,,,,,,David Skelton,Sheril Rodgers,Cassandra Gaddis
the-dirty-dancer,    11 Lakhs,,,,,,Suresh Jain,Suresh Jain,Rashmi Jadhav,Sachin,Usha
chopsticks,    11 Lakhs,,31-May-19, 1 HOUR  40 MINUTES,,"Comedy, Drama",,,Abhay Deol,Mithila Palkar,Vijay Raaz
shor-se-shuruaat,    1 Lakhs, U/A (INDIA),16-Dec-16, 2 HOURS  4 MINUTES,,Drama,Satish Raj Kasireddi,Homi Adajania,Arunima Sharma,Amira Bhargava,Pratik Rajen Kothari
thank-you-i,    45 Crores, U (INDIA),7-Apr-11, 2 HOURS  5 MINUTES,₹ 61 CRORES,"Comedy, Crime, Drama, Romance",Anees Bazmee,Twinkle Khanna,Anees Bazmee,Sonam Kapoor,Akshay Kumar
police-public,    45 Crores,,,,,,Esmayeel Shroff,,Naseeruddin Shah,Raaj Kumar Pandit,Poonam Dhillon
total-dhamaal,    150 Crores, U (INDIA),21-Feb-19,,₹ 113 CRORES,"Comedy, Drama, Action, Adventure",Indra Kumar,Ajay Devgan,Ajay Devgan,Madhuri Dixit,Sonakshi Sinha
saaz,    150 Crores,,,,,,Sai Paranjpye,Sai Paranjpye,Shabana Azmi,Zakir Hussain,Raghuvir Yadav
grand-masti,    91 Crores, A (INDIA),13-Sep-13, 2 HOURS  17 MINUTES,₹ 34 CRORES,"Comedy, Drama, Romance",Indra Kumar,Bharat S Shah,Riteish Deshmukh,Vivek Oberoi,Manjari Phadnis
ekk-deewana-tha,    5 Crores, U/A (INDIA),16-Feb-12, 2 HOURS  17 MINUTES,₹ 14 CRORES,"Drama, Romance",Gautham Menon,Gautham Menon,Samantha Ruth Prabhu,Amy Jackson,Prateik Babbar
cheat-india,    8 Crores, U/A (INDIA),17-Jan-19,,₹ 20 CRORES,"Drama, Comedy, Crime",Soumik Sen,Bhushan Kumar,Emraan Hashmi,Shreya Dhanwanthary,Durgesh Kumar
meri-pyaari-bindu,    9 Crores, U/A (INDIA),11-May-17, 1 HOUR  57 MINUTES,₹ 22 CRORES,"Drama, Romance, Comedy, Romantic comedy",Akshay Roy,Aditya Chopra,Biswajit Chakraborty,Ayushmann Khurrana,Amrita Bagchi
bank-chor,    7 Crores, U/A (INDIA),16-Jun-17, 2 HOURS  9 MINUTES,₹ 15 CRORES,"Comedy, Thriller, Crime, Action",Bumpy,Aditya Chopra,Riteish Deshmukh,Rhea Chakraborty,Vivek Oberoi
mental-hai-kya,    33 Crores, U/A (INDIA),25-Jul-19,,₹ 32 CRORES,"Comedy, Drama, Mystery, Thriller",Prakash Kovelamudi,Ekta Kapoor,Kangana Ranaut,Jimmy Shergill,Karan Ashar
akira-i,    26 Crores, U/A (INDIA),1-Sep-16, 2 HOURS  18 MINUTES,₹ 32 CRORES,"Action, Crime, Drama, Thriller",A.r. Murugadoss,Ar Murugadoss,Ar Murugadoss,Sonakshi Sinha,Konkona Sen Sharma
dashavatar,    74 Lakhs,,,,,,,,,,
hard-kaur,    74 Lakhs, U (INDIA),15-Dec-17, 2 HOURS  10 MINUTES,,Drama,Ajit R Rajpal,Ajit R Rajpal,Raj Singh Jhinger,Nirmal Rishi,Tanvir Singh
dhadak,    72 Crores, U/A (INDIA),20-Jul-18, 2 HOURS  17 MINUTES,₹ 41 CRORES,"Drama, Romance, Comedy",Shashank Khaitan,Karan Johar,Balaji Gauri,Aishwarya Narkar,Shalini Kapoor
dank,    202 Crores,,,,,,,,Smita Shewale,Sharad Ponkshe,Falguni Rajani
meri-shadi-karao,    15 Lakhs,,,,,,Syed Noor,Daler Mehndi,Syed Noor,Manoj Pahwa,Ravinder Paul
chousar-firangi,    0 Lakhs,,,,,,Sandeep Pandey,Deepa Yadav,Sandeep Pandey,Jitendra Vashishth,Rohit Singh
ishq-ke-parindey,    29 Lakhs,,,,,,Shakir Khan,Pawan Goyal,Rishi Verma,Priyanka Mehta,Manjul Azad
avan-appadithan,    29 Lakhs,,,,,,,,Lata Murugan,Tilakar Marudu Maruthappan,
paramaatma,    86 Lakhs,,,,,,Bapu,U Loganathan,Satthiraju Lakshmi Narayana,Mithun Chakraborty,Juhi Chawla
aranyaka,    86 Lakhs,,,,,,Apurba Kishore Bir,,Yagnaseni Jena,Pritikrushna Mahanty,Mohan Gokhale
dil-maange-more,    20 Crores,,,,,,Ananth Narayan Mahadevan,Nikhil Panchamiya,Anant Mahadevan,Shahid Kapoor,Soha Ali Khan
its-entertainment,    64 Crores, U/A (INDIA),7-Aug-14, 2 HOURS  21 MINUTES,₹ 81 CRORES,"Drama, Action, Comedy, Family, Romance",Sajid Nadiadwala,Ramesh Sadhuram Taurani,Farhad Samji,Sajid,Rick Alverson
strings-of-passion,    64 Crores,,,,,,Sanghamitra Chaudhuri,,Avalok Nagpal,Sangita Sonali,Indrani Haldar
welcome-back,    95 Crores, U/A (INDIA),3-Sep-15, 2 HOURS  33 MINUTES,₹ 108 CRORES,"Action, Comedy, Crime, Drama, Romance",Anees Bazmee,Anees Bazmee,Anees Bazmee,John Abraham,Nana Patekar
mausam,    31 Crores, U (INDIA),22-Sep-11, 2 HOURS  44 MINUTES,₹ 49 CRORES,"Drama, Romance, War",Pankaj Kapur,Madhu Mantena Varma,Sonam Kapoor,Shahid Kapoor,Anupam Kher
panaah,    31 Crores,,,,,,Krishnakant Pandya,Lawrence D'souza,Naseeruddin Shah,Pallavi Joshi,Siddharth
mohabbat-feat-aditya-narayan,    31 Crores,,,,,,Jogesh Sehdeva,Jogesh Sehdeva,Aditya Narayan Jha,Salil Bhatia,Karishma Singh
kashmir-daily,    31 Crores,,,,,,,,,,
thoda-pyaar-thoda-magic,    21 Crores, U (INDIA),27-Jun-08, 2 HOURS  25 MINUTES,₹ 23 CRORES,"Comedy, Drama, Family, Fantasy, Romance",Kunal Kohli,Aditya Chopra,Rani Mukerji,Saif Ali Khan,Rishi Kapoor
taqdeerwala,    3 Crores,,,,,,K. Muralimohana Rao,D Ramanaidu,K Muralimohana Rao,Venkatesh Daggubati,Laxmikant Berde
chalk-n-duster-i,    1 Crores, U (INDIA),15-Jan-16, 2 HOURS  10 MINUTES,₹ 12 CRORES,Drama,Jayant Gilatar,Amin Surani,Rishi Kapoor,Juhi Chawla,Jackie Shroff
yamdas1,    1 Crores,,,,,,,,Ankur Vikal,Tripurari Yadav,Manjeet Tiger
